 9.298138283489928175e-13	-3.285504767356304812e-01	-6.788146965941531663e-01	 1.215448530362877866e-01	 7.795541984881051434e-01	 1.256557067963178120e+00	 5.051900343347396349e-01	-8.251387037627401222e-01	-1.910626396934365534e+00	 2.171654846963660679e-01	-2.535586645560478081e-01	 9.747009810716631417e-01	 1.571172018378594604e-01	-2.168017407108920047e-01	-5.068841866979126864e-01	 3.796268625374185635e-01	-8.078524065963484102e-02	-7.000579671759434852e-01	-1.050700569933710748e-01	-3.732571991710988968e-01	 1.411070534822015665e-01	 2.360532415112081839e-01	 8.891140321021541448e-03	 1.917447187921891838e-01	 3.658423202648721645e-02	 1.611877798223608771e-01	-1.647808756868432423e-02	-5.939254594550884975e-02	-8.900835191086807485e-02	-1.257886213597771419e-01	 1.497543148862348905e-01	-1.855500414254922514e-01	 5.767675510825454044e-02	-3.038636434746004311e-01	-7.559994720378115929e-02	 8.637162577720089440e-02	-2.643561992764381988e-02	-1.416537776867842491e-01	-1.588916305310403565e-01	-3.211091022861655708e-01	-4.450462896497941467e-01	-3.560438671069858230e-01
 2.346336876639449043e-12	-1.659141587567909193e+00	 3.586518274014622865e-01	 1.513258592985491591e+00	 9.629946191429499258e-01	 2.209054881436378626e-01	 4.669150430579897537e-01	 1.104514449883069238e+00	 4.664076137980072700e-01	-9.808129086120368489e-01	-2.793291044152757530e-01	-7.232653468261561747e-01	-4.835471735806040616e-01	-5.312666263542602518e-01	 3.285532169527353719e-01	 2.209892929215978297e-01	 1.161973629428373761e-01	-1.900606036638634866e-01	 1.347827337640548351e-01	-4.036340526738457779e-01	-4.474111286397627202e-02	-1.620550803171771359e-01	-1.131150435775884339e-01	 8.263752550565438282e-02	-6.831029757616542686e-02	 6.195835887335892495e-02	-6.992707471619603876e-02	 1.223475519072661152e-02	-1.959706682528742638e-01	 6.502571999816125770e-02	-6.372160448680443123e-02	 2.842825520173042353e-01	 1.992024644308230952e-01	-1.182834399430706708e-02	 4.764091832466322424e-02	-4.597708266890961765e-02	-1.905380509928860655e-01	-3.600523379859828510e-01	-3.809504479562477591e-02	 1.199997485122082097e-01	 2.284845376138643358e-01	 2.053024130509486789e-01
 7.229042335965467477e-11	 1.459427855958858877e-01	 2.091090169461972792e+00	 7.673437422322608725e-01	-3.378329495283195483e-01	 1.442766768238974429e+00	-1.557121133719884032e+00	 5.150023965725458036e-02	-6.035765895676143966e-01	 2.426111697923106492e-01	 7.363154626760622101e-02	-3.929859089058805321e-01	 2.265056351164857276e-02	-1.475289003655833042e-01	 2.508020333048353034e-01	-5.301005774255438535e-02	-4.172674915900997372e-01	-1.025997628449363125e-01	 4.341425326190981315e-01	 4.602190414023228371e-01	-1.735449852636167523e-01	-7.631503161963033854e-02	-1.115825079956420246e-01	 3.104908099749511541e-01	 1.264210951678248762e-01	-1.403947701710412223e-03	 4.649213930430189101e-02	 1.567889605560976174e-01	-6.730737393414480962e-01	 1.535545329238762746e-01	-9.268215004628320430e-02	 1.825334595639147711e-02	-1.262295065165206301e-02	-1.610252959329747449e-02	-2.048029989902316050e-01	 2.151801931555511749e-01	 3.536300228972210080e-01	 2.397114349329256267e-01	 4.124625983202658830e-01	 5.234755264326662605e-01	 3.553529318137835791e-01	 1.364047619329967487e-01
 8.153912562244301229e-12	-1.309177484656244839e-01	-4.151228581835106901e-01	 2.594884368148138720e-01	 6.982493633990857207e-01	 8.990267431882947857e-01	 2.052966130138728779e-02	-4.495007770222835264e-01	-1.348044436129627766e+00	 1.546222833477632619e-01	-1.721144147912533062e-01	 1.102747385924941703e+00	 1.838008833810967843e-02	 6.893497770668333136e-02	-3.268098747784353164e-01	 5.955024245231958779e-02	-1.676532291347289372e-01	-9.304690775381184442e-02	-9.879031996974435570e-02	-3.262063967584850066e-01	-2.353071287181262433e-02	 1.309020477355402057e-01	 7.267214224023040015e-02	-2.537159432293760730e-01	 1.319126009969542046e-01	 1.874274076255245114e-01	 5.345846981850803370e-02	-9.731698764904216092e-02	-5.072376518364533210e-02	-1.451093071869629103e-01	 1.427608430236649850e-01	-1.802350722454124088e-01	 5.462348119227490584e-02	-3.132055093900589227e-01	-7.566423911691178006e-02	 8.636507560234252256e-02	-3.155277348268626519e-02	-1.426177097368852564e-01	-1.681150365247194300e-01	-3.210992264971683774e-01	-4.490221815288889529e-01	-3.488029548689053350e-01
-1.494976111947726174e-11	-1.279532762238851706e+00	 4.635371329548957364e-01	 1.297103831314872391e+00	 1.005240126779224363e+00	 3.257103333969970649e-01	 4.538255878561747725e-01	 1.249444789087654106e+00	 4.819814175858717631e-01	 1.695013093352174816e-01	 4.237960059440806782e-01	-8.607939127507637789e-01	-2.606565674391196352e-01	-6.827428659984883241e-01	 3.943252966194641940e-01	-3.208033893455480151e-02	-2.310626370598069523e-01	 3.115676816693818685e-01	 2.832308900202797908e-01	-1.187302551591595673e-01	-1.134643164493882445e-01	-8.150085558688552334e-02	-1.351046289682785728e-01	 1.240300247893715430e-01	-2.042553207341195332e-01	 9.875565965234110732e-02	-9.851208266379164746e-02	 8.495813708991106772e-02	-2.052653185222951260e-01	 5.602943211572595367e-02	-5.215280070411983798e-02	 2.824934591038123499e-01	 2.048013969014144398e-01	-6.896428469902506249e-03	 4.766046108776038348e-02	-4.595920793468941112e-02	-1.983458506958503398e-01	-3.609101322411414348e-01	-2.987994703023508225e-02	 1.199938842346190138e-01	 2.321420108892197354e-01	 2.002231640876497853e-01
 3.803657027476454142e-11	 1.992175541762725433e-01	 2.170387893173604699e+00	 7.803881012199338496e-01	-3.856656010371876109e-01	 1.280698447644549542e+00	-1.482366561443348330e+00	-6.382926382265491361e-01	-5.875365423461367254e-01	-1.373653376735637643e-01	 1.018062251273496727e-01	-6.688129921645592779e-02	 8.045035503055061876e-03	-4.881423692187668584e-01	 6.275932049035327920e-02	-1.445116570384888943e-01	 5.302521729502175374e-01	-3.858059798153848918e-01	-3.200610131506388401e-01	-6.912107604163852947e-02	-7.823933022573356579e-05	-2.124834948515785804e-01	 5.471491110279832099e-05	-1.938795666349403812e-01	-1.202104441946360708e-01	 6.273261064491877925e-02	-1.373787966567771301e-01	 1.559570631415882177e-03	-2.862066748457648968e-01	 1.537595298513182995e-01	-8.935310758192155367e-02	-3.593484548142979879e-02	-5.389833852103478179e-03	-1.195637517431527748e-02	-2.046998777497406052e-01	 2.151468905581316315e-01	 3.510619002930845389e-01	 2.363890881937762700e-01	 4.297410054479793295e-01	 5.234715048582307961e-01	 3.446822896811583270e-01	 1.349083471286229574e-01
 1.250778950634027745e-05	-7.950148966860449973e-02	-2.450534767997149810e-01	-3.350143513103381182e-02	 6.743596919579062376e-01	 9.493833560069153688e-01	 3.422838147802766406e-01	-7.107859307917827607e-01	-1.266242993846814713e+00	-4.986341697346038937e-01	-5.841618967160410181e-01	 7.406919184229224795e-01	-2.377724310023787702e-02	 8.835458860535708170e-02	 1.051595094371952921e-02	 2.002384550386077794e-02	-2.523148343503873181e-01	-2.420278137386997763e-01	 7.634985336369837228e-02	-2.377843907199274701e-02	 2.886680813843689464e-01	 2.160120506196594459e-01	 1.881573446384454673e-01	-2.473283243154741906e-01	 7.334475249333037572e-02	 1.222091887492223888e-01	 6.943301559054318450e-02	 3.226804564672775336e-03	 3.084285307478779603e-01	-1.547178532991320687e-01	 1.389690125916042684e-01	-1.647074994034988527e-01	 4.423027445021912585e-02	-3.115209398925460893e-01	-6.650751550786233868e-02	 7.916187109696992685e-02	-3.660972641183542903e-02	-1.469943801385179272e-01	-1.864601467901084719e-01	-3.333261628920493602e-01	-4.527877701062692495e-01	-3.457310109719152758e-01
 9.571892405611451141e-06	-1.300154332130350809e+00	 3.723067294681406403e-01	 7.778649355558259204e-01	 1.043660356588589133e+00	 3.269586676297898120e-01	 4.784386062796808781e-01	 5.941282236915957915e-01	 4.678540366911987380e-01	-3.597164403573811509e-01	-7.076638233741737449e-02	-7.968525078779352677e-01	-2.848882630271971084e-01	-4.318210444519292590e-01	 1.614891539281803345e-01	 1.339540841635671331e-01	-2.918116600366718605e-01	 1.368316572851118740e-01	 3.886330611667568879e-01	 1.110924875066488099e-01	 2.290245861026433127e-01	-1.745184489590325683e-01	 1.014039818687032385e-01	 5.465857678637220385e-03	-2.167769974067065009e-01	 1.572191551642489193e-01	-1.699464253313940632e-01	 9.133313791863742481e-02	-9.326177418189890433e-02	 4.139114417070703655e-02	-6.036169334587500324e-02	 2.686831039898253115e-01	 2.117034277585702062e-01	-7.033709800867334223e-03	 4.464614369594888110e-02	-5.425189172672800070e-02	-2.062161451525749145e-01	-3.651064177539568023e-01	-1.423727015253116457e-02	 1.321035401005966614e-01	 2.355386295869656976e-01	 1.982956399424616323e-01
 2.030310034751895559e-02	 4.537148590613643284e-01	 1.894637459853356409e+00	 6.376067620999534800e-03	-2.419621848306827139e-01	 1.283065169875927447e+00	-2.001916710980531366e+00	 4.703889900666858304e-01	-3.021656466565314503e-01	-9.460788892157088181e-01	-6.088718956804788085e-02	-3.794182537113669484e-01	-2.142310989738353821e-02	 4.449686328202229757e-01	-2.434001303789814219e-01	 3.866364228940356168e-02	-4.487886094660432090e-01	 6.805948180019727456e-01	 1.097770875352805098e-01	-8.692702183862731635e-01	-4.111883017838299098e-02	-2.222546783778334700e-01	-2.186160772269671038e-01	-1.640447468754799576e-01	-6.302089737106922329e-02	-5.350461164581875317e-02	 2.657964876657907885e-02	-8.063460340898128895e-03	 3.880395249457140733e-02	 6.258160720860882209e-02	-1.176128190802875340e-01	-1.600142283425855239e-02	-2.892632555826369842e-02	-3.575125072187771563e-02	-2.212437482788755794e-01	 2.278108300767834604e-01	 3.509245126830065620e-01	 2.198138964683377383e-01	 4.601108945132144634e-01	 5.129528366561274533e-01	 3.330562543099424566e-01	 1.300406932810763416e-01
 7.699602097272872925e-02	-8.098729415445751756e-02	-6.082029075397178686e-02	 5.263904074920604248e-02	-1.027453601901166282e-02	 2.850726946111271642e-01	 3.623826519202830165e-01	-5.476342364648188743e-02	 8.191701352321401064e-02	-3.842986474545146552e-02	 2.319684838549622430e-01	-1.348965621763344724e-01	-3.412154065838007844e-02	-8.534926514965764099e-02	 2.907207891321596516e-01	-6.995370545952063479e-02	 9.348336897545479751e-02	-1.254507718674843508e-01	 9.282664948481120226e-02	 2.552449319827438945e-01	 1.014990035787374650e-01	 1.535735581947833550e-02	 1.146739798744255273e-01	-1.797977023335069480e-01	 1.608629314035389946e-01	 9.431204468037475419e-02	 3.703563820454859601e-02	 2.521613987734852569e-02	 1.047116179440367306e-01	 7.887388893694856351e-02	 7.372664044789263571e-02	 6.809308256090071398e-02	 7.241013005850509276e-02	 7.496887552452551062e-02	 7.179611336222498086e-02	 7.596485218443013721e-02	 7.089730041286293472e-02	 7.206383315304346060e-02	 7.374879026153154105e-02	 7.209398367963625043e-02	 7.197918525448090965e-02	 7.284518885103670460e-02
